complaint_id,original_id,complaint_text,category,department,status,customer_id,date_received,date_resolved,created_at,complaint_text_clean,resolution_time_hours
734,734,Staff keep telling me to wait but nothing happens.,,Operations,In Progress,CUST6536,2025-08-01 13:53:00,,2026-07-23 20:15:32,staff keep telling wait nothing happens,
735,735,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Resolved,CUST8546,2025-11-26 11:02:00,2025-11-26 23:56:23,2026-07-23 20:15:32,great job support team issue resolved within day,12.90638888888889
736,736,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Closed,CUST1917,2025-11-15 11:50:00,2025-11-22 12:59:12,2026-07-23 20:15:32,clear favoritism table dealing happening,169.15333333333334
737,737,An official demanded a bribe before processing my documents.,,Administration,Resolved,CUST6434,2025-07-22 21:20:00,2025-07-31 03:46:15,2026-07-23 20:15:32,official demanded bribe processing documents,198.4375
738,738,I witnessed a near-accident due to lack of proper signage.,,Security,Closed,CUST7147,2025-02-05 10:17:00,2025-02-07 07:26:08,2026-07-23 20:15:32,witnessed near accident due lack proper signage,45.15222222222222
739,739,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST6050,2025-07-13 16:11:00,2025-07-16 19:42:41,2026-07-23 20:15:32,major leakage fixed weeks,75.52805555555555
740,740,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Open,CUST7088,2025-09-09 07:26:00,,2026-07-23 20:15:32,equipment site old frequently malfunctions,
741,741,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Open,CUST4311,2025-04-10 08:11:00,,2026-07-23 20:15:32,employee refused help arguing instead assisting,
742,742,"Great job by the support team, issue resolved within a day.",,Customer Support,Closed,CUST6572,2025-07-26 13:30:00,2025-07-27 10:53:05,2026-07-23 20:15:32,great job support team issue resolved within day,21.384722222222223
743,743,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST9456,2025-09-05 10:49:00,2025-09-06 08:19:40,2026-07-23 20:15:32,new online system made things much easier well done,21.511111111111113
744,744,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST2897,2025-04-02 09:29:00,2025-04-14 20:10:41,2026-07-23 20:15:32,major leakage fixed weeks,298.6947222222222
745,745,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Open,CUST1755,2025-08-20 14:55:00,,2026-07-23 20:15:32,overcharged last bill one responding,
746,746,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Resolved,CUST4285,2025-01-25 15:19:00,2025-01-27 08:37:21,2026-07-23 20:15:32,billing error already paid still shows unpaid,41.30583333333333
747,747,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST3580,2025-07-25 05:28:00,2025-07-26 22:45:39,2026-07-23 20:15:32,billing error already paid still shows unpaid,41.29416666666667
748,748,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST6218,2025-12-18 15:32:00,,2026-07-23 20:15:32,three weeks complaint still resolved,
749,749,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST9856,2025-07-06 15:04:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,
750,750,I was treated very disrespectfully by the customer support agent.,,Customer Support,Open,CUST7987,2025-01-22 12:03:00,,2026-07-23 20:15:32,treated disrespectfully customer support agent,
751,751,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST6826,2025-11-21 17:53:00,2025-11-27 11:17:26,2026-07-23 20:15:32,staff keep telling wait nothing happens,137.40722222222223
752,752,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST8629,2025-09-22 17:51:00,2025-09-30 08:11:22,2026-07-23 20:15:32,technician visited despite multiple requests,182.33944444444444
753,753,The staff at the counter was extremely rude to me today.,,Customer Support,Open,CUST8625,2025-10-23 09:29:00,,2026-07-23 20:15:32,staff counter extremely rude today,
754,754,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST6412,2025-03-20 08:16:00,2025-03-23 06:12:16,2026-07-23 20:15:32,treated disrespectfully customer support agent,69.93777777777778
755,755,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Resolved,CUST8556,2025-06-01 13:04:00,2025-06-05 05:43:35,2026-07-23 20:15:32,witnessed near accident due lack proper signage,88.65972222222223
756,756,An official demanded a bribe before processing my documents.,,Administration,Open,CUST2752,2025-09-20 19:36:00,,2026-07-23 20:15:32,official demanded bribe processing documents,
757,757,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST4992,2025-10-18 06:29:00,2025-10-23 00:11:57,2026-07-23 20:15:32,three weeks complaint still resolved,113.71583333333334
758,758,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST8132,2025-06-11 19:13:00,2025-06-13 13:24:35,2026-07-23 20:15:32,unprofessional behavior officer duty,42.19305555555555
759,759,The employee refused to help and was arguing instead of assisting.,,Customer Support,Closed,CUST8972,2025-07-08 10:11:00,2025-07-10 17:13:36,2026-07-23 20:15:32,employee refused help arguing instead assisting,55.04333333333334
760,760,The online payment portal charged me twice for the same bill.,,Billing,Closed,CUST7648,2025-06-18 08:06:00,2025-06-20 08:16:42,2026-07-23 20:15:32,online payment portal charged twice bill,48.178333333333335
761,761,I was overcharged on my last bill and no one is responding.,,Billing,Closed,CUST2007,2025-08-20 22:49:00,2025-08-23 01:29:31,2026-07-23 20:15:32,overcharged last bill one responding,50.67527777777778
762,762,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST3444,2025-11-25 17:40:00,2025-11-28 02:21:19,2026-07-23 20:15:32,bill amount doubled month without explanation,56.68861111111111
763,763,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,In Progress,CUST6187,2025-06-19 12:28:00,,2026-07-23 20:15:32,employee refused help arguing instead assisting,
764,764,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST2462,2025-11-14 13:45:00,2025-11-23 17:59:31,2026-07-23 20:15:32,response time service requests unacceptably slow,220.24194444444444
765,765,The new infrastructure upgrade has improved things significantly.,,Maintenance,Open,CUST7049,2025-12-13 08:54:00,,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,
767,767,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Resolved,CUST7652,2025-06-19 10:25:00,2025-06-23 08:06:30,2026-07-23 20:15:32,asked pay extra money get work done faster,93.69166666666666
768,768,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Open,CUST6902,2025-04-06 15:30:00,,2026-07-23 20:15:32,staff keep telling wait nothing happens,
769,769,I was asked to pay extra money to get my work done faster.,,Administration,Open,CUST1257,2025-05-28 21:42:00,,2026-07-23 20:15:32,asked pay extra money get work done faster,
770,770,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Open,CUST8471,2025-08-05 07:05:00,,2026-07-23 20:15:32,late fee applied paid time,
771,771,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST8373,2025-08-14 15:39:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,
772,772,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST4878,2025-03-20 12:00:00,2025-03-26 18:55:29,2026-07-23 20:15:32,technician visited despite multiple requests,150.92472222222221
773,773,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST8917,2025-06-18 17:36:00,2025-06-28 21:22:38,2026-07-23 20:15:32,equipment site old frequently malfunctions,243.77722222222224
774,774,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Open,CUST5578,2025-07-23 17:05:00,,2026-07-23 20:15:32,road near facility damaged causing accidents,
775,775,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,In Progress,CUST2279,2025-07-20 20:05:00,,2026-07-23 20:15:32,staff counter extremely rude today,
776,776,The new infrastructure upgrade has improved things significantly.,,Maintenance,Open,CUST1176,2025-10-10 15:39:00,,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,
777,777,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,In Progress,CUST5827,2025-11-19 12:46:00,,2026-07-23 20:15:32,staff member polite handled issue well,
778,778,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,In Progress,CUST5267,2025-08-20 14:47:00,,2026-07-23 20:15:32,three weeks complaint still resolved,
779,779,Why is the late fee applied when I paid on time?,,Billing,Closed,CUST1447,2025-07-19 17:03:00,2025-07-20 23:26:25,2026-07-23 20:15:32,late fee applied paid time,30.39027777777778
780,780,It has been three weeks and my complaint is still not resolved.,,Operations,Closed,CUST5603,2025-03-03 13:54:00,2025-03-10 18:57:54,2026-07-23 20:15:32,three weeks complaint still resolved,173.065
781,781,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST3476,2025-01-04 09:38:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,
782,782,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST9640,2025-10-09 14:50:00,2025-10-21 21:47:44,2026-07-23 20:15:32,equipment site old frequently malfunctions,294.96222222222224
783,783,An official demanded a bribe before processing my documents.,,Administration,Closed,CUST9125,2025-12-05 11:38:00,2025-12-09 19:20:08,2026-07-23 20:15:32,official demanded bribe processing documents,103.70222222222222
784,784,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Resolved,CUST4454,2025-09-08 14:42:00,2025-09-12 19:22:43,2026-07-23 20:15:32,security personnel checking ids properly gate,100.67861111111111
785,785,The equipment at the site is old and frequently malfunctions.,,Maintenance,Closed,CUST8602,2025-01-09 23:48:00,2025-01-21 16:12:41,2026-07-23 20:15:32,equipment site old frequently malfunctions,280.4113888888889
786,786,The response time for service requests is unacceptably slow.,Service Delay,Operations,Resolved,CUST7390,2025-07-25 16:59:00,2025-07-30 04:52:08,2026-07-23 20:15:32,response time service requests unacceptably slow,107.88555555555556
787,787,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,In Progress,CUST7258,2025-07-14 13:00:00,,2026-07-23 20:15:32,treated disrespectfully customer support agent,
788,788,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST8074,2025-08-02 15:06:00,2025-08-10 03:34:02,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,180.46722222222223
789,789,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Open,CUST7408,2025-05-09 10:51:00,,2026-07-23 20:15:32,equipment site old frequently malfunctions,
790,790,I was treated very disrespectfully by the customer support agent.,,Customer Support,In Progress,CUST3947,2025-09-19 15:49:00,,2026-07-23 20:15:32,treated disrespectfully customer support agent,
792,792,The equipment at the site is old and frequently malfunctions.,,Maintenance,In Progress,CUST2506,2025-04-10 16:16:00,,2026-07-23 20:15:32,equipment site old frequently malfunctions,
793,793,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST2965,2025-08-27 16:13:00,2025-08-30 10:43:37,2026-07-23 20:15:32,online payment portal charged twice bill,66.51027777777777
794,794,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST4027,2025-03-22 12:48:00,2025-03-24 09:55:08,2026-07-23 20:15:32,online payment portal charged twice bill,45.11888888888889
795,795,There is clear favoritism and under-the-table dealing happening.,,Administration,Closed,CUST8429,2025-03-10 13:29:00,2025-03-17 03:01:04,2026-07-23 20:15:32,clear favoritism table dealing happening,157.53444444444443
796,796,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST5216,2025-09-23 00:57:00,2025-09-23 14:25:32,2026-07-23 20:15:32,new online system made things much easier well done,13.475555555555555
797,797,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST5230,2025-05-02 11:24:00,2025-05-03 07:45:03,2026-07-23 20:15:32,overcharged last bill one responding,20.350833333333334
798,798,"The new online system has made things much easier, well done.",,Customer Support,Closed,CUST7432,2025-03-03 15:31:00,2025-03-04 05:59:57,2026-07-23 20:15:32,new online system made things much easier well done,14.4825
799,799,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST2740,2025-02-18 09:49:00,2025-02-18 16:28:17,2026-07-23 20:15:32,late fee applied paid time,6.654722222222222
800,800,"The new online system has made things much easier, well done.",,Customer Support,Resolved,CUST8305,2025-02-03 11:04:00,2025-02-05 02:49:48,2026-07-23 20:15:32,new online system made things much easier well done,39.763333333333335
801,801,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST5365,2025-03-21 14:00:00,2025-03-24 09:23:18,2026-07-23 20:15:32,late fee applied paid time,67.38833333333334
802,802,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST9039,2025-11-19 12:00:00,2025-11-22 06:50:59,2026-07-23 20:15:32,billing error already paid still shows unpaid,66.84972222222223
803,803,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST1054,2025-10-25 13:51:00,2025-10-28 04:29:41,2026-07-23 20:15:32,unprofessional behavior officer duty,62.64472222222222
804,804,I have been waiting since last month for this issue to be fixed.,,Operations,Closed,CUST5961,2025-02-18 12:59:00,2025-02-20 18:17:01,2026-07-23 20:15:32,waiting since last month issue fixed,53.30027777777778
805,805,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST5750,2025-06-28 14:21:00,,2026-07-23 20:15:32,three weeks complaint still resolved,
806,806,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,In Progress,CUST2749,2025-07-13 13:42:00,,2026-07-23 20:15:32,major leakage fixed weeks,
807,807,The equipment at the site is old and frequently malfunctions.,,Maintenance,Closed,CUST4163,2025-07-21 14:28:00,2025-07-24 10:50:05,2026-07-23 20:15:32,equipment site old frequently malfunctions,68.36805555555556
808,808,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST9186,2025-04-13 16:04:00,2025-04-16 03:29:09,2026-07-23 20:15:32,online payment portal charged twice bill,59.41916666666667
809,809,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST1701,2025-12-01 20:02:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,
810,810,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST9791,2025-10-22 02:33:00,2025-10-28 19:30:50,2026-07-23 20:15:32,technician visited despite multiple requests,160.9638888888889
811,811,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST1312,2025-04-03 09:02:00,2025-04-05 04:10:54,2026-07-23 20:15:32,online payment portal charged twice bill,43.14833333333333
812,812,The staff member was polite and handled my issue very well.,,Customer Support,Open,CUST1818,2025-01-23 19:41:00,,2026-07-23 20:15:32,staff member polite handled issue well,
813,813,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST2742,2025-06-06 07:53:00,2025-06-07 11:38:50,2026-07-23 20:15:32,want thank team resolving issue quickly,27.76388888888889
814,814,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST7586,2025-10-08 19:04:00,2025-10-10 04:35:25,2026-07-23 20:15:32,online payment portal charged twice bill,33.52361111111111
815,815,Staff keep telling me to wait but nothing happens.,,Operations,Closed,CUST1746,2025-07-11 12:53:00,2025-07-15 23:24:39,2026-07-23 20:15:32,staff keep telling wait nothing happens,106.5275
816,816,The equipment at the site is old and frequently malfunctions.,,Maintenance,Closed,CUST7060,2025-02-09 09:09:00,2025-02-14 10:03:45,2026-07-23 20:15:32,equipment site old frequently malfunctions,120.9125
817,817,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Open,CUST7162,2025-04-19 16:02:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,
818,818,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Open,CUST5648,2025-11-03 13:00:00,,2026-07-23 20:15:32,serious safety hazards site need urgent attention,
819,819,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST7750,2025-08-07 10:09:00,2025-08-10 05:10:39,2026-07-23 20:15:32,waiting since last month issue fixed,67.0275
820,820,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST2442,2025-08-02 14:38:00,,2026-07-23 20:15:32,technician visited despite multiple requests,
821,821,The equipment at the site is old and frequently malfunctions.,,Maintenance,In Progress,CUST9686,2025-05-01 15:35:00,,2026-07-23 20:15:32,equipment site old frequently malfunctions,
822,822,"The new online system has made things much easier, well done.",Appreciation,Customer Support,In Progress,CUST4409,2025-11-18 10:32:00,,2026-07-23 20:15:32,new online system made things much easier well done,
823,823,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST9151,2025-02-05 11:43:00,2025-02-10 05:16:18,2026-07-23 20:15:32,technician visited despite multiple requests,113.555
824,824,I was overcharged on my last bill and no one is responding.,,Billing,In Progress,CUST8424,2025-01-12 15:18:00,,2026-07-23 20:15:32,overcharged last bill one responding,
825,825,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST2901,2025-12-06 09:10:00,2025-12-08 06:06:34,2026-07-23 20:15:32,overcharged last bill one responding,44.94277777777778
826,826,My bill amount doubled this month without any explanation.,,Billing,In Progress,CUST6336,2025-09-19 13:37:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,
827,827,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST7152,2025-05-04 15:15:00,2025-05-09 22:57:10,2026-07-23 20:15:32,three weeks complaint still resolved,127.70277777777778
828,828,I was asked to pay extra money to get my work done faster.,,Administration,Closed,CUST8454,2025-07-16 09:03:00,2025-07-20 06:48:58,2026-07-23 20:15:32,asked pay extra money get work done faster,93.76611111111112
829,829,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST4313,2025-03-24 21:12:00,2025-03-28 00:01:49,2026-07-23 20:15:32,billing error already paid still shows unpaid,74.83027777777778
830,830,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST8513,2025-08-02 13:17:00,,2026-07-23 20:15:32,three weeks complaint still resolved,
831,831,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST3784,2025-04-10 06:38:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,
832,832,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST4546,2025-10-03 14:26:00,2025-10-11 16:25:18,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,193.98833333333334
833,833,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Closed,CUST6362,2025-05-24 20:27:00,2025-06-06 04:56:32,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,296.4922222222222
834,834,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST7844,2025-11-19 18:09:00,2025-11-23 05:12:30,2026-07-23 20:15:32,treated disrespectfully customer support agent,83.05833333333334
835,835,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST7460,2025-12-24 09:49:00,2025-12-25 14:36:47,2026-07-23 20:15:32,want thank team resolving issue quickly,28.796388888888888
836,836,The staff at the counter was extremely rude to me today.,,Customer Support,Resolved,CUST7662,2025-06-08 11:05:00,2025-06-09 21:44:51,2026-07-23 20:15:32,staff counter extremely rude today,34.66416666666667
837,837,"Excellent service today, very satisfied with the response.",,Customer Support,Closed,CUST5994,2025-05-08 17:41:00,2025-05-09 15:02:24,2026-07-23 20:15:32,excellent service today satisfied response,21.356666666666666
838,838,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Open,CUST3271,2025-10-24 09:37:00,,2026-07-23 20:15:32,late fee applied paid time,
839,839,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST1022,2025-03-28 16:23:00,2025-04-05 19:27:57,2026-07-23 20:15:32,official demanded bribe processing documents,195.0825
840,840,I was asked to pay extra money to get my work done faster.,,Administration,Resolved,CUST5420,2025-06-23 10:21:00,2025-06-28 22:39:10,2026-07-23 20:15:32,asked pay extra money get work done faster,132.30277777777778
841,841,The new infrastructure upgrade has improved things significantly.,,Maintenance,Closed,CUST6500,2025-07-26 15:13:00,2025-08-08 03:02:09,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,299.81916666666666
842,842,There are serious safety hazards at the site that need urgent attention.,,Security,Closed,CUST6989,2025-07-22 07:23:00,2025-07-24 19:18:39,2026-07-23 20:15:32,serious safety hazards site need urgent attention,59.9275
843,843,The staff at the counter was extremely rude to me today.,,Customer Support,Resolved,CUST4354,2025-06-06 14:41:00,2025-06-12 04:27:49,2026-07-23 20:15:32,staff counter extremely rude today,133.78027777777777
844,844,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST4437,2025-04-04 08:41:00,2025-04-06 20:51:06,2026-07-23 20:15:32,billing error already paid still shows unpaid,60.16833333333334
845,845,No safety measures are in place despite previous warnings.,,Security,Closed,CUST2038,2025-05-09 09:32:00,2025-05-13 18:25:48,2026-07-23 20:15:32,safety measures place despite previous warnings,104.89666666666666
846,846,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Open,CUST9730,2025-07-17 07:53:00,,2026-07-23 20:15:32,waiting since last month issue fixed,
847,847,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Closed,CUST2075,2025-08-26 03:43:00,2025-09-04 11:11:30,2026-07-23 20:15:32,official demanded bribe processing documents,223.475
848,848,Why is the late fee applied when I paid on time?,Billing Issue,Billing,In Progress,CUST2260,2025-02-13 13:57:00,,2026-07-23 20:15:32,late fee applied paid time,
849,849,"There is a billing error, I already paid but it still shows unpaid.",,Billing,In Progress,CUST1371,2025-02-05 09:31:00,,2026-07-23 20:15:32,billing error already paid still shows unpaid,
850,850,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Resolved,CUST1351,2025-12-16 11:22:00,2025-12-24 17:17:22,2026-07-23 20:15:32,staff keep telling wait nothing happens,197.92277777777778
851,851,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST6503,2025-01-26 14:14:00,2025-02-01 05:19:25,2026-07-23 20:15:32,three weeks complaint still resolved,135.09027777777777
852,852,The response time for service requests is unacceptably slow.,Service Delay,Operations,Resolved,CUST9686,2025-08-26 08:20:00,2025-08-31 08:13:59,2026-07-23 20:15:32,response time service requests unacceptably slow,119.89972222222222
853,853,An official demanded a bribe before processing my documents.,,Administration,Closed,CUST5259,2025-06-19 15:08:00,2025-06-22 06:59:46,2026-07-23 20:15:32,official demanded bribe processing documents,63.86277777777778
854,854,The response time for service requests is unacceptably slow.,Service Delay,Operations,Open,CUST8469,2025-12-25 15:54:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,
855,855,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST3514,2025-09-10 15:11:00,2025-09-10 20:49:03,2026-07-23 20:15:32,excellent service today satisfied response,5.634166666666666
856,856,I was overcharged on my last bill and no one is responding.,,Billing,Open,CUST4022,2025-01-11 23:36:00,,2026-07-23 20:15:32,overcharged last bill one responding,
857,857,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST3663,2025-08-12 08:09:00,2025-08-14 13:57:41,2026-07-23 20:15:32,overcharged last bill one responding,53.81138888888889
858,858,The staff at the counter was extremely rude to me today.,,Customer Support,Resolved,CUST8504,2025-11-13 14:59:00,2025-11-15 23:35:59,2026-07-23 20:15:32,staff counter extremely rude today,56.61638888888889
859,859,"Excellent service today, very satisfied with the response.",,Customer Support,Closed,CUST5842,2025-01-24 10:34:00,2025-01-24 23:59:57,2026-07-23 20:15:32,excellent service today satisfied response,13.4325
860,860,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST8243,2025-12-25 11:36:00,2025-12-27 15:06:52,2026-07-23 20:15:32,employee refused help arguing instead assisting,51.51444444444444
861,861,It has been three weeks and my complaint is still not resolved.,,Operations,Closed,CUST1406,2025-09-02 07:08:00,2025-09-05 18:41:57,2026-07-23 20:15:32,three weeks complaint still resolved,83.56583333333333
862,862,No technician has visited despite multiple requests.,Service Delay,Operations,Open,CUST9625,2025-06-03 16:20:00,,2026-07-23 20:15:32,technician visited despite multiple requests,
863,863,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST2431,2025-04-03 09:34:00,2025-04-08 11:10:21,2026-07-23 20:15:32,response time service requests unacceptably slow,121.60583333333334
864,864,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Resolved,CUST6915,2025-04-11 13:38:00,2025-04-12 16:48:35,2026-07-23 20:15:32,great job support team issue resolved within day,27.176388888888887
865,865,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,In Progress,CUST8300,2025-06-12 13:00:00,,2026-07-23 20:15:32,waiting since last month issue fixed,
866,866,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Closed,CUST5728,2025-04-15 10:47:00,2025-04-23 18:47:42,2026-07-23 20:15:32,asked pay extra money get work done faster,200.01166666666666
867,867,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST3353,2025-09-14 10:08:00,2025-09-16 23:28:38,2026-07-23 20:15:32,late fee applied paid time,61.34388888888889
868,868,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Open,CUST7156,2025-12-17 15:21:00,,2026-07-23 20:15:32,late fee applied paid time,
869,869,Why is the late fee applied when I paid on time?,Billing Issue,Billing,In Progress,CUST3243,2025-08-09 12:26:00,,2026-07-23 20:15:32,late fee applied paid time,
870,870,Why is the late fee applied when I paid on time?,,Billing,Closed,CUST5979,2025-05-16 07:02:00,2025-05-19 20:24:25,2026-07-23 20:15:32,late fee applied paid time,85.37361111111112
871,871,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST8742,2025-04-26 13:00:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,
872,872,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST2955,2025-06-16 20:58:00,2025-06-19 07:18:38,2026-07-23 20:15:32,billing error already paid still shows unpaid,58.34388888888889
873,873,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Closed,CUST8144,2025-12-03 09:38:00,2025-12-05 18:29:20,2026-07-23 20:15:32,security personnel checking ids properly gate,56.855555555555554
874,874,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Open,CUST1287,2025-08-23 13:52:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,
875,875,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Resolved,CUST6855,2025-07-05 07:20:00,2025-07-15 12:20:28,2026-07-23 20:15:32,asked pay extra money get work done faster,245.0077777777778
876,876,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST5778,2025-05-21 10:58:00,2025-05-23 05:04:35,2026-07-23 20:15:32,billing error already paid still shows unpaid,42.109722222222224
877,877,The staff at the counter was extremely rude to me today.,,Customer Support,In Progress,CUST3738,2025-07-25 15:40:00,,2026-07-23 20:15:32,staff counter extremely rude today,
878,878,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,In Progress,CUST6939,2025-10-22 16:51:00,,2026-07-23 20:15:32,employee refused help arguing instead assisting,
879,879,The online payment portal charged me twice for the same bill.,,Billing,Open,CUST8944,2025-05-05 19:00:00,,2026-07-23 20:15:32,online payment portal charged twice bill,
880,880,No technician has visited despite multiple requests.,,Operations,In Progress,CUST9612,2025-02-05 09:32:00,,2026-07-23 20:15:32,technician visited despite multiple requests,
881,881,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Open,CUST2251,2025-07-25 11:51:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,
882,882,My bill amount doubled this month without any explanation.,Billing Issue,Billing,In Progress,CUST8240,2025-12-16 08:22:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,
